threat_id,threat_actor,threat_category,attack_technique,targeted_industry,targeted_asset_type,campaign_active,threat_frequency,exploit_probability,geographic_scope,severity,intelligence_confidence,first_seen,last_seen,associated_cve,ransomware_indicator,data_exfiltration_risk
THREAT-01186,Insider,DDoS,T1021 Remote Services,E-commerce,SaaS Application,False,136,0.64,India,High,Low,2022-07-02,2023-06-02,,False,False
THREAT-01187,Insider,Credential Theft,T1133 External Remote Services,Energy,Payment Gateway,False,73,0.13,India,Low,Low,2024-12-31,2025-12-28,,False,False
THREAT-01188,Turla,Supply Chain Attack,T1055 Process Injection,IT Services,Payment Gateway,False,88,0.34,EMEA,High,Medium,2025-08-23,2026-02-23,,False,False
THREAT-01189,Hacktivist Group,Credential Theft,T1027 Obfuscated Files or Information,Government,Email Server,False,60,0.2,India,Low,Low,2023-03-21,2023-11-11,CVE-2026-65667,False,True
THREAT-01190,FIN7,Data Exfiltration,T1566 Phishing,Education,Employee Laptop,False,32,0.21,EMEA,Critical,Low,2023-10-05,2024-08-30,CVE-2026-4585,False,True
THREAT-01191,APT28,DDoS,T1486 Data Encrypted for Impact,Telecom,SaaS Application,True,162,0.58,EMEA,High,Medium,2025-07-11,2026-06-26,CVE-2026-18601,False,False
THREAT-01192,Lazarus Group,Ransomware,T1133 External Remote Services,Healthcare,Web Server,False,50,0.31,Global,Low,Low,2026-06-22,2026-09-04,CVE-2026-47134,True,False
THREAT-01193,ALPHV,Ransomware,T1486 Data Encrypted for Impact,IT Services,Database Server,False,10,0.52,EMEA,Critical,High,2022-06-12,2022-09-09,CVE-2026-7202,True,True
THREAT-01194,Script Kiddie,Web Application Attack,T1036 Masquerading,IT Services,Database Server,True,39,0.52,Asia-Pacific,Critical,Low,2026-06-15,2026-06-29,CVE-2026-73605,False,True
THREAT-01195,Scattered Spider,Credential Theft,T1566 Phishing,Government,Storage Bucket,False,86,0.2,India,Critical,Medium,2021-08-01,2022-03-24,CVE-2026-79219,False,False
THREAT-01196,LockBit,Cloud Misconfiguration Exploitation,T1105 Ingress Tool Transfer,Manufacturing,Kubernetes Cluster,False,29,0.33,Global,Critical,Medium,2026-07-10,2026-09-04,,False,False
THREAT-01197,Hacktivist Group,Cloud Misconfiguration Exploitation,T1048 Exfiltration Over Alternative Protocol,Government,Kubernetes Cluster,False,39,0.58,Americas,Medium,High,2023-08-02,2024-06-08,,False,False
THREAT-01198,SilverFox,Business Email Compromise,T1053 Scheduled Task/Job,E-commerce,Web Server,False,100,0.14,Americas,Low,Medium,2025-04-19,2026-02-15,,False,True
THREAT-01199,TA505,Zero-Day Exploit,T1105 Ingress Tool Transfer,Energy,SaaS Application,True,50,0.15,India,High,Low,2022-03-31,2022-09-09,,True,False
THREAT-01200,SilverFox,Phishing,T1105 Ingress Tool Transfer,Education,Email Server,False,62,0.36,India,Medium,Medium,2021-09-23,2022-01-30,CVE-2026-58095,False,True
THREAT-01201,Cybercrime Syndicate,Web Application Attack,T1486 Data Encrypted for Impact,Government,Database Server,False,40,0.52,EMEA,Critical,Medium,2022-02-24,2022-02-26,,False,False
THREAT-01202,REvil,Cryptojacking,T1133 External Remote Services,Telecom,Domain Controller,False,68,0.31,Asia-Pacific,Critical,Medium,2021-09-19,2022-03-04,,False,False
THREAT-01203,Sandworm,Cryptojacking,T1021 Remote Services,Government,Email Server,False,13,0.14,Americas,Medium,Medium,2024-03-20,2024-08-01,,False,True
THREAT-01204,APT29,Insider Threat,T1053 Scheduled Task/Job,Manufacturing,Web Server,False,3,0.38,India,Low,Medium,2024-12-18,2025-10-08,CVE-2026-84752,False,True
THREAT-01205,TA505,Phishing,T1021 Remote Services,Energy,Employee Laptop,False,45,0.4,India,Critical,Medium,2021-11-21,2021-12-25,,False,False
THREAT-01206,Lazarus Group,Credential Theft,T1048 Exfiltration Over Alternative Protocol,Government,SaaS Application,False,56,0.14,EMEA,High,Medium,2024-01-21,2025-01-01,,False,False
THREAT-01207,REvil,Supply Chain Attack,T1071 Application Layer Protocol,Government,Kubernetes Cluster,False,49,0.21,EMEA,High,Medium,2024-10-11,2025-04-12,CVE-2026-1199,False,False
THREAT-01208,APT29,Insider Threat,T1053 Scheduled Task/Job,E-commerce,SaaS Application,False,8,0.12,Americas,High,Medium,2024-06-04,2024-06-07,,False,True
THREAT-01209,REvil,Zero-Day Exploit,T1078 Valid Accounts,Government,Employee Laptop,False,13,0.46,Global,Critical,Medium,2025-05-21,2026-05-10,,False,False
THREAT-01210,Scattered Spider,Web Application Attack,T1566 Phishing,Government,Web Server,False,33,0.4,Global,Medium,Medium,2023-02-11,2023-08-16,CVE-2026-75135,False,False
THREAT-01211,Nation-State (China),Zero-Day Exploit,T1027 Obfuscated Files or Information,Energy,Database Server,False,97,0.5,Asia-Pacific,Medium,Low,2023-03-31,2024-02-03,,False,False
THREAT-01212,Mustang Panda,Cryptojacking,T1003 OS Credential Dumping,IT Services,Database Server,False,34,0.57,India,High,High,2024-08-26,2025-03-28,CVE-2026-75977,False,False
THREAT-01213,Insider,Ransomware,T1003 OS Credential Dumping,Government,Kubernetes Cluster,False,43,0.34,India,Medium,Medium,2026-07-06,2026-07-12,CVE-2026-72408,True,False
THREAT-01214,TA505,Zero-Day Exploit,T1082 System Information Discovery,Government,Email Server,False,92,0.5,Americas,Low,Low,2024-10-25,2025-05-02,CVE-2026-63563,True,False
THREAT-01215,Hacktivist Group,DDoS,T1059 Command and Scripting Interpreter,Government,Payment Gateway,False,68,0.63,Asia-Pacific,Medium,High,2022-11-05,2023-01-03,,False,False
THREAT-01216,Script Kiddie,Data Exfiltration,T1055 Process Injection,Healthcare,Kubernetes Cluster,True,67,0.37,Americas,Medium,Low,2024-06-03,2024-12-13,CVE-2026-9407,False,True
THREAT-01217,Insider,Business Email Compromise,T1105 Ingress Tool Transfer,Manufacturing,API Gateway,True,35,0.3,Americas,Medium,High,2022-09-17,2023-01-11,,False,False
THREAT-01218,REvil,Ransomware,T1027 Obfuscated Files or Information,Manufacturing,Email Server,False,22,0.5,Global,Critical,Medium,2022-01-04,2022-07-26,,True,True
THREAT-01219,Sandworm,Data Exfiltration,T1048 Exfiltration Over Alternative Protocol,Education,Payment Gateway,False,53,0.54,Asia-Pacific,High,Low,2025-05-22,2025-09-05,,False,False
THREAT-01220,Nation-State (Iran),Data Exfiltration,T1053 Scheduled Task/Job,Manufacturing,Database Server,True,83,0.3,India,Medium,High,2025-12-06,2026-07-03,CVE-2026-73751,False,False
THREAT-01221,LockBit,DDoS,T1105 Ingress Tool Transfer,Manufacturing,Storage Bucket,False,158,0.88,EMEA,Critical,High,2023-07-26,2024-05-27,,False,False
THREAT-01222,LockBit,Phishing,T1048 Exfiltration Over Alternative Protocol,Education,Web Server,False,57,0.24,Global,High,Low,2023-12-05,2024-09-20,,False,False
THREAT-01223,Cybercrime Syndicate,Insider Threat,T1486 Data Encrypted for Impact,Telecom,Storage Bucket,False,3,0.1,EMEA,Medium,Low,2025-09-06,2026-02-18,CVE-2026-9457,False,True
THREAT-01224,Script Kiddie,Cryptojacking,T1059 Command and Scripting Interpreter,Education,Database Server,True,68,0.16,EMEA,Low,Low,2022-10-08,2023-10-07,,False,True
THREAT-01225,REvil,Data Exfiltration,T1055 Process Injection,Manufacturing,Payment Gateway,False,71,0.21,India,High,Low,2025-07-04,2026-02-09,,False,False
THREAT-01226,REvil,Phishing,T1566 Phishing,Government,API Gateway,False,83,0.28,Asia-Pacific,Critical,Medium,2023-11-06,2024-01-13,CVE-2026-83711,False,True
THREAT-01227,APT29,Credential Theft,T1078 Valid Accounts,E-commerce,Storage Bucket,False,57,0.53,Asia-Pacific,Critical,High,2023-08-14,2024-04-03,CVE-2026-80208,False,False
THREAT-01228,Kimsuky,Credential Theft,T1071 Application Layer Protocol,Manufacturing,Email Server,True,19,0.56,Americas,Low,Medium,2025-09-10,2026-03-19,CVE-2026-27302,False,False
THREAT-01229,TA505,Business Email Compromise,T1071 Application Layer Protocol,Healthcare,SaaS Application,False,47,0.16,India,Critical,Medium,2022-05-31,2023-03-30,,False,False
THREAT-01230,Unknown,Cryptojacking,T1562 Impair Defenses,IT Services,Web Server,True,71,0.24,India,Medium,Medium,2024-02-29,2024-06-24,,False,False
THREAT-01231,Turla,Insider Threat,T1082 System Information Discovery,Government,Cloud VM,False,8,0.18,Americas,Low,Low,2024-06-13,2024-07-19,,False,True
THREAT-01232,Nation-State (Iran),Ransomware,T1071 Application Layer Protocol,Government,Kubernetes Cluster,False,29,0.5,EMEA,High,Medium,2024-04-27,2025-03-30,,True,False
THREAT-01233,Mustang Panda,Cloud Misconfiguration Exploitation,T1569 System Services,E-commerce,Cloud VM,False,22,0.47,Asia-Pacific,Low,Medium,2024-01-12,2024-04-27,,False,True
THREAT-01234,Mustang Panda,Web Application Attack,T1055 Process Injection,IT Services,API Gateway,False,42,0.43,Asia-Pacific,Critical,High,2021-11-16,2022-10-21,,True,False
THREAT-01235,Sandworm,Cryptojacking,T1082 System Information Discovery,Government,Kubernetes Cluster,False,11,0.56,Asia-Pacific,High,Medium,2025-08-01,2026-01-17,,False,False
THREAT-01236,Cybercrime Syndicate,Insider Threat,T1003 OS Credential Dumping,Insurance,Database Server,False,2,0.29,EMEA,Critical,Medium,2024-09-05,2024-10-06,CVE-2026-62992,False,True
THREAT-01237,TA505,Insider Threat,T1562 Impair Defenses,Insurance,API Gateway,False,3,0.11,India,High,Low,2022-11-06,2023-08-14,,False,True
THREAT-01238,Hacktivist Group,Web Application Attack,T1071 Application Layer Protocol,Energy,Cloud VM,True,62,0.15,Global,Low,Medium,2023-12-07,2024-10-07,CVE-2026-9478,False,True
THREAT-01239,Unknown,Insider Threat,T1110 Brute Force,Education,Employee Laptop,True,1,0.14,Asia-Pacific,Low,Medium,2023-05-17,2023-10-19,CVE-2026-14227,False,True
THREAT-01240,Lazarus Group,Web Application Attack,T1082 System Information Discovery,Manufacturing,Database Server,False,40,0.1,India,Medium,High,2022-05-25,2023-04-26,,False,False
THREAT-01241,TA505,Credential Theft,T1105 Ingress Tool Transfer,Telecom,Email Server,True,26,0.52,India,High,Low,2021-12-08,2022-01-28,,True,True
THREAT-01242,Nation-State (Iran),Credential Theft,T1133 External Remote Services,Energy,API Gateway,True,49,0.39,Global,High,Low,2024-04-11,2024-09-14,,False,False
THREAT-01243,Nation-State (China),Business Email Compromise,T1059 Command and Scripting Interpreter,Education,Payment Gateway,True,42,0.35,Global,High,Medium,2026-05-07,2026-09-04,CVE-2026-15416,False,False
THREAT-01244,APT28,Ransomware,T1562 Impair Defenses,Insurance,Web Server,False,7,0.47,Global,Medium,Low,2021-07-01,2021-11-22,,True,False
THREAT-01245,FIN7,Ransomware,T1566 Phishing,Energy,SaaS Application,False,41,0.75,Americas,Low,High,2025-07-13,2025-09-03,CVE-2026-56708,True,True
THREAT-01246,Lazarus Group,Insider Threat,T1027 Obfuscated Files or Information,Manufacturing,Storage Bucket,True,10,0.2,Asia-Pacific,Critical,High,2026-01-03,2026-01-07,,False,True
THREAT-01247,Script Kiddie,Cryptojacking,T1055 Process Injection,Energy,Web Server,False,32,0.26,Americas,Low,Medium,2026-02-27,2026-09-04,CVE-2026-71447,False,True
THREAT-01248,Insider,Zero-Day Exploit,T1053 Scheduled Task/Job,IT Services,Payment Gateway,True,13,0.46,Americas,Medium,Low,2023-07-09,2023-07-17,CVE-2026-47056,False,False
THREAT-01249,Insider,Ransomware,T1190 Exploit Public-Facing Application,Manufacturing,Database Server,False,11,0.62,EMEA,Low,Medium,2026-07-28,2026-09-04,CVE-2026-47212,True,False
THREAT-01250,FIN7,Insider Threat,T1036 Masquerading,IT Services,Cloud VM,False,10,0.12,Americas,High,Medium,2021-04-10,2021-09-30,,False,True
THREAT-01251,APT28,DDoS,T1566 Phishing,Telecom,Storage Bucket,False,56,0.47,Global,Low,Medium,2021-07-21,2022-05-21,,False,False
THREAT-01252,ALPHV,Supply Chain Attack,T1003 OS Credential Dumping,Manufacturing,Employee Laptop,False,27,0.49,Global,Medium,High,2026-02-14,2026-03-21,,False,True
THREAT-01253,FIN7,Zero-Day Exploit,T1133 External Remote Services,E-commerce,Employee Laptop,True,31,0.46,Asia-Pacific,Medium,Low,2022-03-04,2022-03-20,CVE-2026-6112,True,True
THREAT-01254,Sandworm,Supply Chain Attack,T1133 External Remote Services,Energy,Database Server,True,32,0.18,Asia-Pacific,High,Low,2023-07-16,2023-10-26,,False,False
THREAT-01255,Kimsuky,Supply Chain Attack,T1021 Remote Services,Healthcare,Payment Gateway,False,13,0.52,India,High,Low,2024-05-05,2024-06-20,,False,True
THREAT-01256,REvil,Zero-Day Exploit,T1110 Brute Force,Insurance,API Gateway,False,73,0.36,EMEA,Low,Medium,2024-11-04,2025-03-31,,False,True
THREAT-01257,Nation-State (China),Ransomware,T1021 Remote Services,Energy,Web Server,True,22,0.54,Global,Low,Medium,2023-10-28,2024-08-13,,True,False
THREAT-01258,Turla,DDoS,T1053 Scheduled Task/Job,Government,Payment Gateway,False,28,0.59,Americas,Critical,Low,2022-12-05,2023-05-23,,False,False
THREAT-01259,APT28,Web Application Attack,T1082 System Information Discovery,IT Services,Email Server,False,24,0.35,India,High,Low,2021-04-10,2021-05-05,,False,True
THREAT-01260,APT29,Credential Theft,T1569 System Services,E-commerce,Kubernetes Cluster,True,97,0.27,India,Low,Medium,2023-10-17,2024-07-26,,False,True
THREAT-01261,TA505,Insider Threat,T1071 Application Layer Protocol,Insurance,Storage Bucket,True,4,0.31,Asia-Pacific,Medium,High,2021-07-04,2021-07-12,,False,True
THREAT-01262,Hacktivist Group,Business Email Compromise,T1569 System Services,Insurance,Employee Laptop,False,8,0.46,EMEA,Critical,High,2022-12-16,2023-07-08,,False,False
THREAT-01263,FIN7,Supply Chain Attack,T1036 Masquerading,Manufacturing,Database Server,False,20,0.12,Americas,Low,Low,2025-01-18,2025-04-03,CVE-2026-9384,False,False
THREAT-01264,Mustang Panda,Insider Threat,T1027 Obfuscated Files or Information,Energy,Employee Laptop,True,3,0.31,Global,Medium,Low,2022-10-29,2022-12-02,CVE-2026-78064,False,True
THREAT-01265,ALPHV,Insider Threat,T1003 OS Credential Dumping,Healthcare,Web Server,False,6,0.35,Americas,Low,Medium,2024-05-24,2024-10-29,,False,True
THREAT-01266,Nation-State (China),Phishing,T1027 Obfuscated Files or Information,Energy,API Gateway,False,14,0.33,EMEA,Medium,Low,2024-08-06,2025-06-07,,False,False
THREAT-01267,APT28,Supply Chain Attack,T1486 Data Encrypted for Impact,Government,Email Server,False,94,0.42,India,Low,Medium,2023-02-16,2024-01-08,CVE-2026-44102,False,True
THREAT-01268,SilverFox,Web Application Attack,T1059 Command and Scripting Interpreter,Manufacturing,Web Server,False,23,0.2,EMEA,High,High,2021-08-12,2022-06-10,,False,False
THREAT-01269,Lazarus Group,DDoS,T1021 Remote Services,Education,Employee Laptop,True,81,0.71,Global,High,Medium,2026-05-22,2026-07-04,,False,False
THREAT-01270,Turla,Cryptojacking,T1110 Brute Force,Healthcare,Storage Bucket,False,50,0.21,India,Low,High,2025-01-04,2025-05-16,,False,False
THREAT-01271,Cybercrime Syndicate,Data Exfiltration,T1048 Exfiltration Over Alternative Protocol,Manufacturing,Employee Laptop,False,93,0.33,EMEA,Low,High,2024-10-11,2024-10-17,CVE-2026-79223,False,False
THREAT-01272,Nation-State (China),Ransomware,T1027 Obfuscated Files or Information,Education,Email Server,False,37,0.67,India,Low,High,2024-07-07,2024-12-10,CVE-2026-59696,True,False
THREAT-01273,Kimsuky,Ransomware,T1055 Process Injection,Education,Database Server,False,28,0.59,Americas,Low,High,2023-01-06,2023-05-06,,True,True
THREAT-01274,Nation-State (Russia),Web Application Attack,T1053 Scheduled Task/Job,Education,API Gateway,False,19,0.52,EMEA,High,Medium,2025-01-28,2025-08-08,,False,False
THREAT-01275,Lazarus Group,Cryptojacking,T1048 Exfiltration Over Alternative Protocol,Government,Kubernetes Cluster,False,69,0.52,Asia-Pacific,Low,Medium,2024-05-02,2024-07-19,,False,False
THREAT-01276,LockBit,Phishing,T1110 Brute Force,Government,Email Server,True,75,0.22,Americas,Low,Medium,2023-12-01,2024-02-23,CVE-2026-46412,False,False
THREAT-01277,APT28,Business Email Compromise,T1110 Brute Force,E-commerce,SaaS Application,True,37,0.45,India,Low,Low,2022-06-17,2023-03-18,,False,False
THREAT-01278,Lazarus Group,Cloud Misconfiguration Exploitation,T1190 Exploit Public-Facing Application,IT Services,Database Server,True,91,0.32,Americas,Medium,Low,2025-04-16,2025-06-20,CVE-2026-78078,False,False
THREAT-01279,Nation-State (China),Insider Threat,T1078 Valid Accounts,IT Services,Employee Laptop,True,9,0.24,EMEA,Low,Low,2024-12-28,2025-04-04,,False,True
THREAT-01280,Conti,Cloud Misconfiguration Exploitation,T1021 Remote Services,E-commerce,Database Server,False,28,0.19,EMEA,Critical,Low,2025-08-12,2025-12-09,,False,False
THREAT-01281,REvil,Supply Chain Attack,T1055 Process Injection,Government,Kubernetes Cluster,True,73,0.32,Americas,Critical,High,2024-09-21,2025-05-15,,False,False
THREAT-01282,SilverFox,Web Application Attack,T1566 Phishing,Energy,SaaS Application,False,94,0.44,Global,High,Medium,2023-09-15,2024-04-18,,False,False
THREAT-01283,Unknown,DDoS,T1082 System Information Discovery,E-commerce,Kubernetes Cluster,True,96,0.57,Americas,High,High,2024-03-28,2025-01-11,CVE-2026-7121,False,False
THREAT-01284,Mustang Panda,DDoS,T1190 Exploit Public-Facing Application,Telecom,API Gateway,False,192,0.67,Asia-Pacific,Critical,High,2023-03-18,2023-08-09,CVE-2026-5995,False,False
THREAT-01285,REvil,Data Exfiltration,T1071 Application Layer Protocol,IT Services,Payment Gateway,True,14,0.21,Asia-Pacific,Low,Medium,2022-09-26,2022-10-11,,False,False
THREAT-01286,Script Kiddie,Ransomware,T1070 Indicator Removal,Manufacturing,Kubernetes Cluster,True,38,0.34,EMEA,Medium,High,2025-05-18,2025-12-05,,True,True
THREAT-01287,Conti,Ransomware,T1048 Exfiltration Over Alternative Protocol,Energy,Employee Laptop,False,19,0.66,EMEA,Medium,Medium,2022-08-25,2022-12-08,,True,True
THREAT-01288,SilverFox,Ransomware,T1021 Remote Services,Energy,Storage Bucket,True,15,0.4,Americas,Medium,Low,2026-05-17,2026-09-04,CVE-2026-4181,True,True
THREAT-01289,Cybercrime Syndicate,Zero-Day Exploit,T1569 System Services,Education,Database Server,True,66,0.31,Global,High,High,2022-03-30,2022-09-30,CVE-2026-67440,True,True
THREAT-01290,FIN7,Data Exfiltration,T1059 Command and Scripting Interpreter,Manufacturing,Database Server,False,11,0.32,Asia-Pacific,High,High,2024-07-03,2025-04-22,,False,False
THREAT-01291,Nation-State (Russia),Cryptojacking,T1486 Data Encrypted for Impact,Education,Database Server,True,96,0.33,Global,Low,Low,2026-02-03,2026-09-04,CVE-2026-66012,False,False
THREAT-01292,Cybercrime Syndicate,Cloud Misconfiguration Exploitation,T1562 Impair Defenses,Energy,Kubernetes Cluster,False,52,0.29,EMEA,High,Low,2026-07-24,2026-09-04,CVE-2026-54769,True,False
THREAT-01293,ALPHV,Cloud Misconfiguration Exploitation,T1048 Exfiltration Over Alternative Protocol,Manufacturing,Domain Controller,True,21,0.5,Global,Low,High,2023-07-02,2023-12-12,,False,True
THREAT-01294,Scattered Spider,Credential Theft,T1021 Remote Services,Government,Storage Bucket,True,12,0.5,Americas,Medium,High,2026-03-31,2026-08-23,CVE-2026-63426,False,False
THREAT-01295,Mustang Panda,Zero-Day Exploit,T1105 Ingress Tool Transfer,Manufacturing,Email Server,False,79,0.37,Americas,Critical,Low,2025-11-29,2026-05-25,,False,False
THREAT-01296,Lazarus Group,Credential Theft,T1133 External Remote Services,Government,Employee Laptop,True,46,0.31,Americas,Low,High,2022-04-18,2023-01-12,CVE-2026-81851,False,True
THREAT-01297,Nation-State (China),Credential Theft,T1027 Obfuscated Files or Information,Energy,Cloud VM,False,65,0.21,Asia-Pacific,Low,High,2025-02-22,2025-11-29,CVE-2026-44102,False,False
THREAT-01298,Mustang Panda,Ransomware,T1036 Masquerading,Manufacturing,Storage Bucket,False,37,0.6,EMEA,Critical,Low,2022-01-22,2022-11-19,CVE-2026-68951,True,False
THREAT-01299,Nation-State (Iran),Cryptojacking,T1078 Valid Accounts,Government,Payment Gateway,False,56,0.58,India,Low,High,2023-04-12,2024-03-21,,True,False
THREAT-01300,LockBit,Cloud Misconfiguration Exploitation,T1078 Valid Accounts,Government,Web Server,False,36,0.56,India,High,Low,2021-05-05,2022-01-06,,True,True
THREAT-01301,Nation-State (Iran),Insider Threat,T1133 External Remote Services,E-commerce,Kubernetes Cluster,False,6,0.2,Global,Low,Medium,2023-11-17,2024-03-04,CVE-2026-7121,False,True
THREAT-01302,Nation-State (Iran),Phishing,T1082 System Information Discovery,Insurance,SaaS Application,False,86,0.2,Global,Medium,Medium,2026-01-20,2026-03-07,,False,False
THREAT-01303,Lazarus Group,Web Application Attack,T1021 Remote Services,Healthcare,API Gateway,True,74,0.45,India,High,Medium,2026-08-04,2026-09-04,,False,False
THREAT-01304,Lazarus Group,Ransomware,T1003 OS Credential Dumping,Government,SaaS Application,True,9,0.39,Americas,High,Low,2022-08-19,2022-12-20,CVE-2026-8810,True,True
THREAT-01305,REvil,Cloud Misconfiguration Exploitation,T1055 Process Injection,Telecom,Payment Gateway,False,83,0.19,India,Low,Low,2023-01-19,2023-03-08,CVE-2026-81033,False,False
THREAT-01306,APT28,Web Application Attack,T1071 Application Layer Protocol,Healthcare,Kubernetes Cluster,False,74,0.39,Americas,Low,Medium,2022-05-03,2022-05-30,CVE-2026-84645,True,False
THREAT-01307,Hacktivist Group,Data Exfiltration,T1566 Phishing,Education,Payment Gateway,True,43,0.39,Asia-Pacific,Low,Low,2024-02-02,2024-02-17,,False,False
THREAT-01308,Cybercrime Syndicate,Cloud Misconfiguration Exploitation,T1078 Valid Accounts,Manufacturing,API Gateway,False,95,0.6,Americas,High,Low,2024-05-06,2025-02-02,,False,True
THREAT-01309,APT29,Web Application Attack,T1082 System Information Discovery,E-commerce,Database Server,True,17,0.4,India,Medium,Low,2025-06-05,2025-07-07,,False,False
THREAT-01310,ALPHV,Zero-Day Exploit,T1569 System Services,Manufacturing,Web Server,True,90,0.59,Americas,Low,High,2022-08-02,2022-09-16,CVE-2026-7153,False,True
THREAT-01311,Mustang Panda,Zero-Day Exploit,T1569 System Services,Telecom,Web Server,False,98,0.23,Global,Low,Low,2025-07-18,2025-09-18,,False,True
THREAT-01312,Kimsuky,Credential Theft,T1486 Data Encrypted for Impact,Government,Payment Gateway,False,54,0.42,India,Medium,Medium,2021-08-06,2022-02-10,CVE-2026-53965,False,False
THREAT-01313,LockBit,Zero-Day Exploit,T1082 System Information Discovery,E-commerce,Database Server,False,97,0.44,Global,High,Low,2026-02-15,2026-09-04,,False,False
THREAT-01314,TA505,Credential Theft,T1190 Exploit Public-Facing Application,E-commerce,SaaS Application,False,58,0.42,Global,Critical,Medium,2026-03-14,2026-09-04,,False,False
THREAT-01315,Lazarus Group,Cryptojacking,T1071 Application Layer Protocol,E-commerce,API Gateway,False,5,0.54,EMEA,Low,Medium,2023-01-07,2023-07-26,,True,True
THREAT-01316,Conti,DDoS,T1021 Remote Services,Government,Cloud VM,False,129,0.87,India,High,High,2025-06-22,2025-09-30,CVE-2026-63741,False,False
THREAT-01317,Unknown,Ransomware,T1078 Valid Accounts,Energy,Kubernetes Cluster,True,27,0.71,Asia-Pacific,Low,Medium,2026-06-01,2026-09-04,CVE-2026-55509,True,False
THREAT-01318,SilverFox,Ransomware,T1053 Scheduled Task/Job,E-commerce,SaaS Application,True,19,0.45,Asia-Pacific,Low,Low,2025-07-06,2026-03-15,CVE-2026-20280,True,False
THREAT-01319,APT28,Business Email Compromise,T1078 Valid Accounts,Government,Database Server,False,100,0.17,Americas,High,Low,2023-07-07,2023-07-21,CVE-2026-27604,False,False
THREAT-01320,ALPHV,Business Email Compromise,T1055 Process Injection,Manufacturing,Domain Controller,False,55,0.56,Global,Low,Medium,2022-07-24,2023-06-10,,False,True
THREAT-01321,APT29,Insider Threat,T1566 Phishing,Energy,Kubernetes Cluster,True,8,0.34,Global,Critical,Low,2022-09-02,2022-09-30,,False,True
THREAT-01322,Hacktivist Group,Cloud Misconfiguration Exploitation,T1110 Brute Force,E-commerce,Domain Controller,False,20,0.5,Global,Critical,High,2024-10-02,2025-09-20,,True,False
THREAT-01323,Lazarus Group,Ransomware,T1070 Indicator Removal,Energy,Employee Laptop,False,21,0.45,EMEA,Medium,Low,2021-07-03,2021-08-24,,True,True
THREAT-01324,Hacktivist Group,Data Exfiltration,T1055 Process Injection,Government,Domain Controller,False,22,0.1,EMEA,Low,High,2023-11-27,2024-06-04,,False,False
THREAT-01325,APT29,Cryptojacking,T1036 Masquerading,Energy,Storage Bucket,False,21,0.35,Americas,High,Low,2022-01-07,2022-09-14,,False,False
THREAT-01326,APT28,Cryptojacking,T1048 Exfiltration Over Alternative Protocol,Energy,Employee Laptop,True,42,0.24,Americas,Critical,High,2023-04-26,2023-06-27,CVE-2026-80722,False,True
THREAT-01327,Conti,Cryptojacking,T1190 Exploit Public-Facing Application,E-commerce,SaaS Application,True,6,0.28,Global,High,Medium,2023-11-30,2024-01-26,CVE-2026-9387,False,True
THREAT-01328,Sandworm,Zero-Day Exploit,T1569 System Services,IT Services,Storage Bucket,False,44,0.19,Global,Low,Low,2022-09-17,2022-09-18,,False,True
THREAT-01329,Cybercrime Syndicate,Cloud Misconfiguration Exploitation,T1003 OS Credential Dumping,Government,Web Server,False,88,0.44,Global,Critical,High,2025-06-28,2025-08-26,CVE-2026-72744,False,True
THREAT-01330,Insider,Zero-Day Exploit,T1071 Application Layer Protocol,Energy,Domain Controller,False,49,0.35,Americas,Low,Low,2022-06-12,2023-03-19,CVE-2026-77710,False,False
THREAT-01331,Unknown,Credential Theft,T1569 System Services,Insurance,Database Server,False,93,0.14,Americas,High,Low,2024-11-15,2025-01-07,,False,True
THREAT-01332,SilverFox,Cryptojacking,T1078 Valid Accounts,Government,API Gateway,False,34,0.23,Asia-Pacific,Low,High,2025-11-20,2026-05-29,CVE-2026-80722,False,False
THREAT-01333,Kimsuky,Credential Theft,T1071 Application Layer Protocol,Insurance,Kubernetes Cluster,False,24,0.49,Asia-Pacific,Low,Low,2024-04-17,2024-10-21,CVE-2026-69502,False,False
THREAT-01334,TA505,Insider Threat,T1048 Exfiltration Over Alternative Protocol,Energy,API Gateway,True,5,0.18,Americas,Critical,High,2023-12-23,2024-07-06,CVE-2026-82462,False,True
THREAT-01335,ALPHV,Credential Theft,T1190 Exploit Public-Facing Application,Education,API Gateway,False,40,0.24,Asia-Pacific,Medium,Low,2024-12-25,2025-12-12,,False,True
THREAT-01336,Turla,Phishing,T1078 Valid Accounts,Manufacturing,Payment Gateway,False,71,0.58,Global,High,Medium,2024-06-18,2024-11-10,CVE-2026-62825,False,False
THREAT-01337,Sandworm,Cloud Misconfiguration Exploitation,T1110 Brute Force,Insurance,Storage Bucket,False,54,0.38,Global,High,High,2025-12-29,2026-09-04,CVE-2026-9407,False,False
THREAT-01338,APT28,Phishing,T1003 OS Credential Dumping,IT Services,Email Server,True,28,0.29,EMEA,Medium,Medium,2022-08-21,2023-06-25,,False,False
THREAT-01339,Nation-State (Russia),Supply Chain Attack,T1190 Exploit Public-Facing Application,Government,Database Server,True,76,0.53,Asia-Pacific,Low,Medium,2023-08-09,2023-11-10,,False,False
THREAT-01340,FIN7,Cloud Misconfiguration Exploitation,T1190 Exploit Public-Facing Application,E-commerce,Database Server,False,43,0.32,Asia-Pacific,Medium,Medium,2021-12-05,2022-03-23,,False,True
